source,Publication year,T of the conductivity C,Li stoichiometry,La stoichiometry,Zr stoichiometry,Li site dopant stoichiometry,La site dopant stoichiometry,Zr site dopant stoichiometry,Relative density,Ionic conductivity,log_cond,Quality of ionic conductivity,Doping strategy,li_dopant,la_dopant,zr_dopant,Li site dopant crystal rad.,Li site dopant ion charge,Li site dopant electroneg.,Li site dopant molar mass,Li site dopant atomic number,Li site dopant e_ionisation,Li site dopant electron affinity,Li site dopant atomic radius,Li site dopant ionic radius,La site dopant crystal rad.,La site dopant ion charge,La site dopant electroneg.,La site dopant molar mass,La site dopant atomic number,La site dopant e_ionisation,La site dopant electron affinity,La site dopant atomic radius,La site dopant ionic radius,Zr site dopant crystal rad.,Zr site dopant ion charge,Zr site dopant electroneg.,Zr site dopant molar mass,Zr site dopant atomic number,Zr site dopant e_ionisation,Zr site dopant electron affinity,Zr site dopant atomic radius,Zr site dopant ionic radius
10.1063/1.5141764,2020,27,6,3,1,0,0,1,84,1.2E-05,-4.920818754,0,Zr site,,,bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,2.02,208.9804,83,7.25,90.924,143,76
10.1063/1.5141764,2020,27,6.25,3,1.25,0,0,0.75,83,0.0002,-3.698970004,0,Zr site,,,bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,2.02,208.9804,83,7.25,90.924,143,76
10.1063/1.5141764,2020,27,6.5,3,1.5,0,0,0.5,81,7.2E-06,-5.142667504,0,Zr site,,,bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,2.02,208.9804,83,7.25,90.924,143,76
10.1063/1.5141764,2020,27,6.75,3,1.75,0,0,0.25,80,5E-06,-5.301029996,0,Zr site,,,bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,2.02,208.9804,83,7.25,90.924,143,76
10.1016/j.ssi.2014.10.009,2014,27,7.1,3,1.9,0,0,0.1,,0.00024,-3.619788758,0,Zr site,,,cr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,3,1.66,51.9961,24,6.74,65.21,166,61.5
10.1016/j.electacta.2018.03.101,2018,25,7.2,3,1.8,0,0,0.2,94,0.00023,-3.638272164,0,Zr site,,,gd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.8,3,1.2,157.2521,64,6.65,13.22,233,93.8
10.1016/j.ceramint.2018.01.065,2018,25,7,3,1.6,0,0,0.4,86.9,4.4E-05,-4.356547324,0,Zr site,,,ge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,2.01,72.6298,32,7.85,118.9352,125,53
10.1016/j.ceramint.2018.01.065,2018,25,7,3,1.7,0,0,0.3,91.6,0.000478,-3.320572103,1,Zr site,,,ge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,2.01,72.6298,32,7.85,118.9352,125,53
10.1016/j.ceramint.2018.01.065,2018,25,7,3,1.8,0,0,0.2,89,0.000252,-3.598599459,0,Zr site,,,ge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,2.01,72.6298,32,7.85,118.9352,125,53
10.1016/j.ceramint.2018.01.065,2018,25,7,3,1.9,0,0,0.1,88.2,0.000149,-3.826813732,0,Zr site,,,ge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,2.01,72.6298,32,7.85,118.9352,125,53
10.1111/jace.14736,2017,30,6.4,3,1.7,0,0,0.3,91.3,0.000353,-3.452225295,1,Zr site,,,mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,2.16,95.9488,42,7.35,72.1,190,59
10.1007/978-3-319-52132-9_12,2017,25,6.5,3,1.75,0,0,0.25,80.5,1.3E-06,-5.886056648,0,Zr site,,,mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,2.16,95.9488,42,7.35,72.1,190,59
10.1007/978-3-319-52132-9_12,2017,25,6.5,3,1.75,0,0,0.25,87.1,1.74E-05,-4.759450752,0,Zr site,,,mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,2.16,95.9488,42,7.35,72.1,190,59
10.1007/978-3-319-52132-9_12,2017,25,6.5,3,1.75,0,0,0.25,95.2,0.00013,-3.886056648,0,Zr site,,,mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,2.16,95.9488,42,7.35,72.1,190,59
10.1111/jace.14736,2017,30,6.6,3,1.8,0,0,0.2,92.8,0.000509,-3.293282218,1,Zr site,,,mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,2.16,95.9488,42,7.35,72.1,190,59
10.1111/jace.14736,2017,30,6.8,3,1.9,0,0,0.1,90.8,0.000246,-3.609064893,0,Zr site,,,mo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,2.16,95.9488,42,7.35,72.1,190,59
10.1039/C9SE01162E,2020,30,5.9,3,1.8,0.3,0,0.2,92.19,0.000372,-3.42945706,1,Combined,ga,,nb,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1039/C9SE01162E,2020,30,6.05,3,1.8,0.25,0,0.2,91.77,0.000504,-3.297569464,1,Combined,ga,,nb,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1039/C9SE01162E,2020,30,6.2,3,1.8,0.2,0,0.2,93.123,0.00072,-3.142667504,1,Combined,ga,,nb,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1039/C9SE01162E,2020,30,6.35,3,1.8,0.15,0,0.2,94.46,0.000739,-3.131355562,1,Combined,ga,,nb,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1039/C9SE01162E,2020,30,6.5,3,1.8,0.1,0,0.2,93.34,0.000675,-3.170696227,1,Combined,ga,,nb,61,3,1.81,69.723,31,5.97,29.061,136,62,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1039/c8ta02276c,2017,25,6.375,3,1.375,0,0,0.625,99.5,0.00137,-2.863279433,1,Zr site,,,nb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1016/j.ceramint.2017.06.035,2017,25,6.5,3,1.5,0,0,0.5,85,4.4E-05,-4.356547324,0,Zr site,,,nb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1016/j.jpowsour.2010.11.089,2010,25,6.75,3,1.75,0,0,0.25,90,0.0008,-3.096910013,1,Zr site,,,nb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1039/C9SE01162E,2020,30,6.8,3,1.8,0,0,0.2,88.4,0.000357,-3.447331784,1,Zr site,,,nb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.6,92.9064,41,6.7589,88.516,198,64
10.1080/10667857.2016.1196033,2016,25,7,3,1.6,0,0,0.4,,0.000256,-3.591760035,0,Zr site,,,ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,2.2,101.0649,44,7.5,100.96,178,62
10.1016/j.jallcom.2019.04.274,2019,25,6.8,2.8,1.6,0,0.2,0.4,92.7,0.000172,-3.764471553,0,Combined,,sr,sb,0,0,0,0,0,0,0,0,0,140,2,0.95,87.6166,38,219,5.023,219,126,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.jallcom.2019.04.274,2019,25,6.75,2.85,1.6,0,0.15,0.4,93.9,0.000485,-3.314258261,1,Combined,,sr,sb,0,0,0,0,0,0,0,0,0,140,2,0.95,87.6166,38,219,5.023,219,126,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.jallcom.2019.04.274,2019,25,6.7,2.9,1.6,0,0.1,0.4,94.3,0.000533,-3.273272791,1,Combined,,sr,sb,0,0,0,0,0,0,0,0,0,140,2,0.95,87.6166,38,219,5.023,219,126,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.jallcom.2019.04.274,2019,25,6.66,2.94,1.6,0,0.06,0.4,95.1,0.000883,-3.054039296,1,Combined,,sr,sb,0,0,0,0,0,0,0,0,0,140,2,0.95,87.6166,38,219,5.023,219,126,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.jallcom.2019.04.274,2019,25,6.62,2.98,1.6,0,0.02,0.4,92.6,0.000363,-3.440093375,1,Combined,,sr,sb,0,0,0,0,0,0,0,0,0,140,2,0.95,87.6166,38,219,5.023,219,126,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.ceramint.2017.10.072,2018,30,6.625,3,1.925,0.1,0,0.075,91.6,0.000235,-3.628932138,0,Combined,al,,sb,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.ceramint.2017.10.072,2018,30,6.7,3,1.925,0.075,0,0.075,95.5,0.000345,-3.462180905,1,Combined,al,,sb,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.ceramint.2017.10.072,2018,30,6.775,3,1.925,0.05,0,0.075,96.7,0.00041,-3.387216143,1,Combined,al,,sb,53,3,1.61,26.982,13,5.95,41.762,118,53.5,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1039/c3cp50991e,2013,30,6,3,1,0,0,1,86,0.00026,-3.585026652,0,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1039/c3cp50991e,2013,30,6.2,3,1.2,0,0,0.8,84,0.00045,-3.346787486,1,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1039/c3cp50991e,2013,30,6.4,3,1.4,0,0,0.6,89,0.00066,-3.180456064,1,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1039/c3cp50991e,2013,30,6.6,3,1.6,0,0,0.4,91,0.00077,-3.113509275,1,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.jallcom.2019.04.274,2019,25,6.6,3,1.6,0,0,0.4,89.9,0.00011,-3.958607315,0,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1039/c3cp50991e,2013,30,6.8,3,1.8,0,0,0.2,78,5.9E-05,-4.229147988,0,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.3724/SP.J.1077.2013.13428,2014,25,6.925,3,1.925,0,0,0.075,,0.00034,-3.468521083,1,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.ceramint.2017.10.072,2018,30,6.925,3,1.925,0,0,0.075,92.3,0.000265,-3.576754126,0,Zr site,,,sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,2.05,121.7598,51,8.35,101.059,133,60
10.1016/j.matlet.2018.08.006,2018,20,7.06,3,1.94,0,0,0.06,92.9,0.000246,-3.609064893,0,Zr site,,,sm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.8,3,1.17,150.3647,62,6.55,15.63,238,95.8
10.1039/c9ta00417c,2019,25,6.65,2.95,1.75,0.05,0.05,0.25,99.9,0.00072,-3.142667504,1,Combined,ga,ba,ta,61,3,1.81,69.723,31,5.97,29.061,136,62,156,2,0.89,137.3267,56,5.19,13.954,253,142,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.09.005,2018,25,6.5,2.5,1,0,0.5,1,,0.00015,-3.823908741,0,Combined,,ba,ta,0,0,0,0,0,0,0,0,0,156,2,0.89,137.3267,56,5.19,13.954,253,142,78,5,1.5,180.9479,73,7.89,31,200,64
10.1039/c2ra01042a,2012,24,6.5,2.5,1,0,0.5,1,,9E-05,-4.045757491,0,Combined,,ba,ta,0,0,0,0,0,0,0,0,0,156,2,0.89,137.3267,56,5.19,13.954,253,142,78,5,1.5,180.9479,73,7.89,31,200,64
10.1039/c9ta00417c,2019,25,6.8,2.95,1.75,0,0.05,0.25,99.7,0.00065,-3.187086643,1,Combined,,ba,ta,0,0,0,0,0,0,0,0,0,156,2,0.89,137.3267,56,5.19,13.954,253,142,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.11.027,2018,25,6.05,2.95,1,0,0.05,1,,0.000129,-3.88941029,0,Combined,,ca,ta,0,0,0,0,0,0,0,0,0,126,2,1,40.078,20,6.09,2.37,194,112,78,5,1.5,180.9479,73,7.89,31,200,64
10.1039/c7dt01573a,2017,25,6.3,2.9,1.4,0,0.1,0.6,89,0.00035,-3.455931956,1,Combined,,ca,ta,0,0,0,0,0,0,0,0,0,126,2,1,40.078,20,6.09,2.37,194,112,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.11.027,2018,25,6.45,2.95,1.4,0,0.05,0.6,,0.000284,-3.54668166,1,Combined,,ca,ta,0,0,0,0,0,0,0,0,0,126,2,1,40.078,20,6.09,2.37,194,112,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jallcom.2018.02.134,2018,25,6.45,2.95,1.4,0,0.05,0.6,,0.000403,-3.394694954,1,Combined,,ca,ta,0,0,0,0,0,0,0,0,0,126,2,1,40.078,20,6.09,2.37,194,112,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.11.027,2018,25,5,3,0,0,0,2,,7.18E-07,-6.143875556,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2012.01.094,2012,25,5.5,3,0.5,0,0,1.5,,9.3E-05,-4.031517051,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2012.01.094,2012,25,6,3,1,0,0,1,,0.00026,-3.585026652,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.11.027,2018,25,6,3,1,0,0,1,,8.3E-05,-4.080921908,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1111/jace.13578,2015,33,6.2,3,1.2,0,0,0.8,76,4.9E-06,-5.30980392,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1149/2.013405jes,2014,25,6.3,3,1.3,0,0,0.7,96,0.00032,-3.494850022,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ceramint.2018.09.245,2018,30,6.4,3,1.4,0,0,0.6,91,0.000326,-3.4867824,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.elecom.2018.07.001,2018,25,6.4,3,1.4,0,0,0.6,,0.00028,-3.552841969,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1111/jace.13578,2015,33,6.4,3,1.4,0,0,0.6,84,0.00023,-3.638272164,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.11.027,2018,25,6.4,3,1.4,0,0,0.6,,0.000195,-3.709965389,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2013.10.089,2014,25,6.87,2.97,1.6,0,0,0.56,,0.00135,-2.869666232,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2013.10.089,2014,25,7.07,2.87,1.53,0,0,0.54,,0.00029,-3.537602002,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ceramint.2018.09.245,2018,30,6.5,3,1.5,0,0,0.5,93,0.000617,-3.209714836,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2012.01.094,2012,25,6.5,3,1.5,0,0,0.5,,2E-06,-5.698970004,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ensm.2019.01.018,2019,25,6.5,3,1.5,0,0,0.5,97,0.00056,-3.251811973,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ensm.2019.01.018,2019,25,6.5,3,1.5,0,0,0.5,66,1.4E-08,-7.853871964,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ensm.2019.01.018,2019,25,6.5,3,1.5,0,0,0.5,80,1.1E-06,-5.958607315,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ensm.2019.01.018,2019,25,6.5,3,1.5,0,0,0.5,86,1.8E-06,-5.744727495,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ensm.2019.01.018,2019,25,6.5,3,1.5,0,0,0.5,93,1.4E-05,-4.853871964,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ceramint.2020.01.106,2019,25,6.5,3,1.5,0,0,0.5,96.9,0.00085,-3.070581074,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1149/2.013405jes,2014,25,6.5,3,1.5,0,0,0.5,,0.00045,-3.346787486,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2013.10.089,2014,25,6.94,3.05,1.54,0,0,0.47,,0.000418,-3.378823718,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2013.10.089,2014,25,7.13,2.93,1.48,0,0,0.47,,0.0001,-4,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.jpowsour.2013.10.089,2014,25,7.11,2.95,1.49,0,0,0.46,,0.000108,-3.966576245,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ceramint.2018.09.245,2018,30,6.6,3,1.6,0,0,0.4,96,0.000668,-3.175223538,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssnmr.2015.05.002,2015,25,6.6,3,1.6,0,0,0.4,,0.00037,-3.431798276,1,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1111/jace.13578,2015,33,6.6,3,1.6,0,0,0.4,81,0.00015,-3.823908741,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
10.1016/j.ssi.2017.11.027,2018,25,6.6,3,1.6,0,0,0.4,,7.85E-05,-4.105130343,0,Zr site,,,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,1.5,180.9479,73,7.89,31,200,64
